deaths,dragonKills,baronKills,firstBloodKill,firstBloodAssist,kills,lane,neutralMinionsKilled,turretTakedowns,turretsLost,visionScore,goldEarned,timeCCingOthers,enemyMissingPings,clearedPings,totalPings,wardsPlaced,wardsKilled,detectorPlaced,position,duration,win
8,2,0,False,False,4,JUNGLE,146,2,11,25,12144,8,6,0,67,5,1,2,NONE,1710,False
7,0,0,False,False,4,MIDDLE,1,1,11,26,9951,7,2,0,30,11,3,0,SOLO,1710,False
4,0,0,False,False,3,BOTTOM,33,2,11,15,12026,10,6,0,27,8,0,0,CARRY,1710,False
4,0,0,False,False,1,BOTTOM,0,2,11,58,6755,24,0,0,13,24,3,1,SUPPORT,1710,False
1,0,0,False,False,7,TOP,8,7,3,17,16442,20,6,0,50,10,1,0,SOLO,1710,True
3,2,1,False,False,8,JUNGLE,137,2,3,26,12898,20,1,0,21,10,2,1,NONE,1710,True
0,0,0,False,False,8,MIDDLE,20,2,3,18,12811,11,3,0,10,9,1,0,SOLO,1710,True
3,0,0,False,False,7,BOTTOM,13,5,3,17,13909,10,5,0,24,8,3,0,CARRY,1710,True
5,0,0,False,False,1,BOTTOM,0,4,3,22,8541,30,3,0,26,8,1,0,SUPPORT,1710,True
1,0,0,False,True,5,NONE,6,3,2,8,9792,6,15,0,58,6,1,0,SUPPORT,1118,True
1,1,0,True,False,9,NONE,163,1,2,10,10726,11,8,0,56,2,1,0,SUPPORT,1118,True
4,0,0,False,False,3,NONE,0,2,2,10,7018,8,6,0,19,7,0,0,SUPPORT,1118,True
1,0,0,False,False,2,NONE,0,1,2,7,7308,6,0,0,2,4,0,0,SUPPORT,1118,True
1,1,0,False,False,1,NONE,4,1,2,40,5012,21,5,0,10,13,4,2,SUPPORT,1118,True
10,0,0,False,False,2,NONE,2,1,5,8,6373,5,8,0,16,5,0,0,SUPPORT,1118,False
5,0,0,False,False,1,NONE,102,1,5,10,6634,3,0,0,27,1,1,0,SUPPORT,1118,False
1,0,0,False,False,3,NONE,0,2,5,13,8091,5,9,0,18,6,2,0,SUPPORT,1118,False
2,0,0,False,False,2,NONE,0,0,5,6,6996,9,0,0,4,5,0,0,SUPPORT,1118,False
2,0,0,False,False,0,NONE,0,0,5,23,4149,10,0,0,21,13,2,0,SUPPORT,1118,False
7,0,0,False,False,2,MIDDLE,0,0,0,0,12053,41,0,0,0,0,0,0,SUPPORT,1472,False
7,0,0,False,False,10,MIDDLE,0,0,0,0,10274,59,0,0,2,0,0,0,SUPPORT,1472,False
5,0,0,False,True,4,MIDDLE,0,0,0,0,11319,95,0,0,4,0,0,0,SUPPORT,1472,False
6,0,0,True,False,9,JUNGLE,0,0,0,0,10759,12,0,0,0,0,0,0,NONE,1472,False
6,0,0,False,False,14,BOTTOM,0,0,0,0,18771,54,0,0,1,0,0,0,SUPPORT,1472,True
5,0,0,False,False,11,BOTTOM,0,0,0,0,18777,55,0,0,1,0,0,0,SUPPORT,1472,True
6,0,0,False,False,4,BOTTOM,0,0,0,0,10295,100,0,0,0,0,0,0,SUPPORT,1472,True
8,0,0,False,False,8,BOTTOM,0,0,0,0,10268,65,0,0,0,0,0,0,SUPPORT,1472,True
9,0,0,False,False,2,MIDDLE,0,0,0,0,7965,16,0,0,4,0,0,0,SUPPORT,1472,False
7,0,0,False,False,2,MIDDLE,0,0,0,0,6962,52,0,0,2,0,0,0,SUPPORT,1472,False
9,0,0,False,False,4,TOP,0,0,10,25,13553,66,6,0,22,14,2,0,SOLO,2500,False
10,2,1,False,False,5,JUNGLE,187,0,10,39,14701,33,10,0,134,19,7,8,NONE,2500,False
5,0,0,False,False,8,MIDDLE,0,2,10,13,19616,30,6,0,52,6,3,0,SOLO,2500,False
2,0,0,False,False,6,BOTTOM,4,1,10,45,20150,1,6,0,42,14,13,0,CARRY,2500,False
7,0,0,False,False,0,BOTTOM,0,3,10,86,10421,50,10,0,28,45,9,1,SUPPORT,2500,False
4,1,0,True,False,3,TOP,14,5,5,28,15311,36,2,0,16,14,3,0,SOLO,2500,True
6,3,2,False,True,4,JUNGLE,219,1,5,37,15578,48,3,0,82,5,4,3,NONE,2500,True
4,0,0,False,False,11,MIDDLE,26,3,5,15,18871,67,3,0,41,16,0,3,SOLO,2500,True
5,0,0,False,False,10,BOTTOM,36,4,5,33,18666,26,2,0,49,10,11,0,CARRY,2500,True
4,0,0,False,False,5,BOTTOM,0,5,5,147,12335,28,2,0,15,55,19,10,SUPPORT,2500,True
8,0,0,False,False,7,NONE,0,2,4,0,11420,30,0,0,1,0,0,0,SUPPORT,966,False
10,0,0,False,False,5,NONE,0,1,4,0,10478,29,0,0,0,0,0,0,SUPPORT,966,False
11,0,0,False,False,6,NONE,0,2,4,0,10591,39,0,0,2,0,0,0,SUPPORT,966,False
8,0,0,False,False,10,NONE,0,2,4,0,12930,17,0,0,1,0,0,0,SUPPORT,966,False
11,0,0,False,False,14,NONE,0,2,4,0,13954,32,0,0,0,0,0,0,SUPPORT,966,False
5,0,0,True,False,15,NONE,0,3,2,0,13834,0,0,0,0,0,0,0,DUO,966,True
13,0,0,False,True,26,NONE,0,4,2,0,15423,2,2,0,44,0,0,0,SUPPORT,966,True
4,0,0,False,True,2,NONE,0,4,2,0,10374,60,0,0,0,0,0,0,SUPPORT,966,True
11,0,0,False,True,3,NONE,0,2,2,0,10635,51,0,0,0,0,0,0,SUPPORT,966,True
9,0,0,False,True,1,NONE,0,2,2,0,9358,31,0,0,1,0,0,0,SUPPORT,966,True
4,0,0,False,True,5,TOP,4,4,3,18,13476,13,9,0,26,6,1,1,SOLO,1716,True
6,2,0,False,True,4,JUNGLE,129,4,3,20,11726,22,6,0,73,1,5,1,NONE,1716,True
5,0,0,True,False,9,MIDDLE,0,1,3,14,12926,7,1,0,14,3,3,0,SOLO,1716,True
1,0,1,False,True,11,BOTTOM,26,5,3,17,16484,14,2,0,65,7,3,0,CARRY,1716,True
3,0,0,False,True,5,BOTTOM,0,5,3,58,10238,25,35,0,133,28,8,1,SUPPORT,1716,True
5,0,0,False,False,4,TOP,8,2,10,17,12876,11,7,0,27,11,1,1,SOLO,1716,False
10,0,0,False,False,5,JUNGLE,173,0,10,20,12455,26,27,0,105,7,1,1,NONE,1716,False
4,1,0,False,False,5,MIDDLE,4,0,10,20,10788,2,32,0,127,5,3,1,SOLO,1716,False
6,1,0,False,False,2,BOTTOM,8,1,10,7,10006,8,4,0,10,5,1,0,CARRY,1716,False
9,0,0,False,False,3,BOTTOM,0,0,10,68,7705,14,9,0,39,33,3,4,SUPPORT,1716,False
7,0,0,False,False,7,JUNGLE,0,0,0,0,15542,211,1,0,2,0,0,0,NONE,1460,False
5,0,0,False,False,1,BOTTOM,0,0,0,0,3750,26,0,0,1,0,0,0,SUPPORT,1460,False
4,0,0,False,False,0,BOTTOM,0,0,0,0,3850,8,0,0,0,0,0,0,SUPPORT,1460,False
7,0,0,True,False,6,MIDDLE,0,0,0,0,12256,38,1,0,6,0,0,0,DUO,1460,True
6,0,0,False,False,11,BOTTOM,0,0,0,0,16436,51,1,0,5,0,0,0,SUPPORT,1460,True
6,0,0,False,False,2,BOTTOM,0,0,0,0,7609,77,0,0,0,0,0,0,SUPPORT,1460,False
11,0,0,False,False,4,BOTTOM,0,0,0,0,14918,138,0,0,2,0,0,0,SUPPORT,1460,True
8,0,0,False,False,3,BOTTOM,0,0,0,0,6750,125,0,0,2,0,0,0,SUPPORT,1460,False
10,0,0,False,False,6,JUNGLE,0,0,0,0,12431,41,0,0,5,0,0,0,NONE,1460,False
6,0,0,False,False,16,MIDDLE,0,0,0,0,20000,192,15,0,17,0,0,0,DUO,1460,True
3,0,0,True,False,1,TOP,0,0,9,11,8892,43,3,0,17,6,0,0,SOLO,1657,False
5,1,0,False,True,4,JUNGLE,180,0,9,18,9920,11,4,0,28,5,3,1,NONE,1657,False
10,0,0,False,False,4,MIDDLE,0,0,9,5,9200,55,10,0,34,4,1,0,SOLO,1657,False
3,0,0,False,False,8,BOTTOM,0,2,9,14,12932,22,1,0,14,9,3,0,CARRY,1657,False
4,0,0,False,False,0,BOTTOM,0,1,9,59,6732,20,12,0,31,23,8,4,SUPPORT,1657,False
2,0,0,False,False,1,TOP,0,6,2,12,11565,32,0,0,1,7,0,0,DUO,1657,True
1,3,0,False,False,13,JUNGLE,239,1,2,30,16441,27,5,0,79,1,6,1,NONE,1657,True
5,0,0,False,False,9,TOP,1,4,2,19,11972,26,18,0,141,10,1,1,DUO,1657,True
5,0,1,False,False,2,BOTTOM,4,1,2,18,10743,11,4,0,25,10,4,0,CARRY,1657,True
4,0,0,False,False,0,BOTTOM,0,7,2,73,8338,29,0,0,54,30,8,7,SUPPORT,1657,True
15,0,0,False,True,25,TOP,0,3,2,0,18991,37,0,0,0,0,0,0,CARRY,1453,True
11,0,0,False,False,19,BOTTOM,0,2,2,0,18118,0,0,0,0,0,0,0,SOLO,1453,True
14,0,0,True,False,28,MIDDLE,0,4,2,0,21132,51,6,0,20,0,0,0,SOLO,1453,True
8,0,0,False,False,5,TOP,0,3,2,0,15192,39,0,0,0,0,0,0,SUPPORT,1453,True
12,0,0,False,True,1,JUNGLE,0,2,2,0,13685,62,0,0,7,0,0,0,NONE,1453,True
17,0,0,False,False,11,TOP,0,1,4,0,16833,65,0,0,1,0,0,0,CARRY,1453,False
12,0,0,False,False,12,MIDDLE,0,1,4,0,15948,31,0,0,6,0,0,0,DUO,1453,False
17,0,0,False,False,19,TOP,0,1,4,0,17942,62,0,0,1,0,0,0,SUPPORT,1453,False
14,0,0,False,False,15,MIDDLE,0,2,4,0,16921,0,0,0,0,0,0,0,DUO,1453,False
18,0,0,False,False,3,MIDDLE,0,1,4,0,14062,86,1,0,10,0,0,0,SUPPORT,1453,False
3,0,0,False,False,8,TOP,6,3,6,26,14152,71,3,0,46,10,2,2,SOLO,1842,True
5,1,1,False,False,13,JUNGLE,158,2,6,22,14910,26,2,0,73,5,1,2,NONE,1842,True
6,0,0,False,False,14,MIDDLE,2,4,6,11,15757,35,7,0,29,6,4,0,SOLO,1842,True
4,1,0,False,False,11,BOTTOM,4,7,6,18,15490,1,0,0,19,3,7,0,CARRY,1842,True
5,0,0,False,False,1,BOTTOM,0,6,6,41,9463,33,6,0,125,17,4,0,SUPPORT,1842,True
9,0,0,False,False,3,TOP,0,3,11,27,12441,15,2,0,12,14,2,4,SOLO,1842,False
8,2,0,True,False,5,JUNGLE,172,0,11,14,13986,37,3,0,19,2,0,2,NONE,1842,False
11,0,0,False,False,5,MIDDLE,2,1,11,13,12834,14,6,0,24,8,1,0,SOLO,1842,False
10,0,0,False,False,9,BOTTOM,4,1,11,18,15204,8,7,0,18,12,2,0,CARRY,1842,False
9,0,0,False,False,1,BOTTOM,0,1,11,52,8229,46,11,0,81,27,3,1,SUPPORT,1842,False
5,0,0,False,False,10,TOP,0,0,0,0,19185,84,0,0,1,0,0,0,SOLO,1494,True
9,0,0,False,False,19,JUNGLE,0,0,0,0,20175,48,0,0,1,0,0,0,NONE,1494,True
8,0,0,False,False,5,BOTTOM,0,0,0,0,11750,72,0,0,4,0,0,0,SUPPORT,1494,False
9,0,0,False,False,6,MIDDLE,0,0,0,0,13592,43,2,0,3,0,0,0,SUPPORT,1494,False
5,0,0,False,False,0,BOTTOM,0,0,0,0,3600,7,0,0,1,0,0,0,SUPPORT,1494,False
4,0,0,False,False,0,BOTTOM,0,0,0,0,3600,28,0,0,0,0,0,0,SUPPORT,1494,False
8,0,0,False,False,4,BOTTOM,0,0,0,0,13795,26,2,0,2,0,0,0,CARRY,1494,True
8,0,0,False,False,8,MIDDLE,0,0,0,2,10865,42,0,0,1,0,0,0,CARRY,1494,False
6,0,0,False,False,2,MIDDLE,0,0,0,0,7950,5,0,0,1,0,0,0,SUPPORT,1494,False
5,0,0,True,False,11,MIDDLE,0,0,0,0,16670,13,0,0,3,0,0,0,SOLO,1494,True
3,0,0,False,False,7,TOP,4,4,3,14,12621,31,8,0,20,10,0,0,SOLO,1612,True
2,3,1,False,False,11,JUNGLE,182,5,3,17,14352,20,14,0,136,5,1,4,NONE,1612,True
1,0,0,False,False,7,MIDDLE,4,3,3,24,12023,15,17,0,104,6,8,2,SOLO,1612,True
1,0,0,False,False,4,BOTTOM,4,4,3,12,12826,11,3,0,50,7,2,0,CARRY,1612,True
1,0,0,False,False,3,BOTTOM,0,2,3,63,8494,25,5,0,54,26,9,5,SUPPORT,1612,True
11,0,0,False,False,1,TOP,4,0,10,13,9187,9,5,0,6,7,1,0,SOLO,1612,False
6,1,0,False,True,1,JUNGLE,167,1,10,10,10943,11,14,0,76,1,0,0,NONE,1612,False
7,0,0,False,False,2,MIDDLE,0,2,10,15,8937,10,9,0,78,5,3,1,SOLO,1612,False
6,0,0,True,False,4,BOTTOM,0,0,10,15,11693,11,2,0,57,6,5,1,CARRY,1612,False
2,0,0,False,True,0,BOTTOM,0,0,10,67,6308,36,7,0,13,33,6,4,SUPPORT,1612,False
5,0,0,False,False,8,JUNGLE,12,4,11,20,25150,35,0,0,12,9,2,0,NONE,1885,True
8,1,0,False,False,12,JUNGLE,87,0,11,15,21676,35,0,0,5,8,0,0,NONE,1885,True
14,0,1,False,False,2,TOP,8,7,11,20,20731,24,3,0,17,12,1,0,SOLO,1885,True
11,0,0,False,False,10,BOTTOM,2,0,11,9,22811,35,1,0,2,7,0,0,CARRY,1885,True
5,0,0,False,False,2,BOTTOM,0,0,11,74,19640,43,8,0,62,34,4,0,SUPPORT,1885,True
5,0,0,False,False,5,TOP,5,5,11,18,21471,36,14,0,51,7,3,1,SOLO,1885,False
6,2,1,False,False,16,JUNGLE,207,3,11,30,24001,35,6,0,40,13,2,0,NONE,1885,False
6,0,0,False,False,9,MIDDLE,0,3,11,14,19862,91,0,0,2,8,0,0,SOLO,1885,False
8,1,0,False,False,10,BOTTOM,18,4,11,10,20568,5,1,0,10,8,0,0,CARRY,1885,False
9,0,0,False,False,2,BOTTOM,0,4,11,38,18698,73,0,0,4,15,2,0,SUPPORT,1885,False
4,0,0,False,False,0,TOP,4,0,10,14,13320,20,1,0,1,7,0,0,SOLO,1626,False
10,0,0,False,False,5,JUNGLE,108,0,10,12,14406,0,3,0,27,5,1,0,NONE,1626,False
7,0,0,False,False,0,MIDDLE,4,0,10,7,13923,26,0,0,0,5,0,0,SOLO,1626,False
16,0,0,False,False,1,BOTTOM,0,1,10,17,13178,0,2,0,4,10,0,0,DUO,1626,False
11,0,0,False,False,2,BOTTOM,0,1,10,27,14223,12,0,0,4,13,1,0,DUO,1626,False
1,0,0,False,False,7,TOP,0,3,2,9,13966,27,0,0,3,6,0,0,SOLO,1626,True
3,2,1,False,False,6,JUNGLE,134,0,2,42,13852,44,0,0,6,0,2,0,NONE,1626,True
3,1,0,False,True,9,MIDDLE,8,8,2,10,19399,4,1,0,8,8,0,0,SOLO,1626,True
1,0,0,False,False,12,BOTTOM,22,3,2,15,15015,40,0,0,5,5,3,0,CARRY,1626,True
0,0,0,True,False,14,BOTTOM,25,1,2,67,14573,35,4,0,26,24,5,2,SUPPORT,1626,True
9,0,0,False,False,4,MIDDLE,0,0,0,0,11790,43,0,0,0,0,0,0,SUPPORT,1679,False
8,0,0,False,False,6,MIDDLE,0,0,0,0,9798,91,0,0,2,0,0,0,SUPPORT,1679,False
5,0,0,False,False,12,BOTTOM,0,0,0,0,23550,50,5,0,7,0,0,0,SUPPORT,1679,True
9,0,0,False,False,3,BOTTOM,0,0,0,0,11000,114,0,0,10,0,0,0,SUPPORT,1679,False
11,0,0,False,False,8,BOTTOM,0,0,0,0,11125,0,7,0,21,0,0,0,SUPPORT,1679,False
6,0,0,False,False,7,TOP,0,0,0,0,18760,110,0,0,0,0,0,0,CARRY,1679,True
9,0,0,False,False,8,TOP,0,0,0,0,16500,42,6,0,10,0,0,0,SUPPORT,1679,True
8,0,0,False,False,9,TOP,0,0,0,0,23800,71,1,0,1,0,0,0,SUPPORT,1679,True
4,0,0,False,False,9,BOTTOM,0,0,0,0,30900,56,0,0,0,0,0,0,SUPPORT,1679,True
9,0,0,False,False,16,BOTTOM,0,0,0,0,33150,102,0,0,0,0,0,0,SUPPORT,1679,True
7,0,0,False,False,3,TOP,0,1,9,21,8644,26,11,0,68,11,3,0,SOLO,1674,False
10,1,0,False,False,2,BOTTOM,154,1,9,10,8831,10,2,0,29,1,0,0,SOLO,1674,False
5,0,0,False,False,2,MIDDLE,0,0,9,15,9064,7,5,0,28,11,0,0,DUO,1674,False
6,0,0,False,False,3,MIDDLE,0,0,9,5,10371,4,5,0,23,4,0,0,DUO,1674,False
4,0,0,False,False,1,MIDDLE,0,0,9,70,6657,39,9,0,19,34,10,5,SUPPORT,1674,False
1,0,0,False,True,2,TOP,4,4,1,11,10107,44,1,0,9,8,1,0,SOLO,1674,True
1,3,1,False,True,15,JUNGLE,189,3,1,16,15038,13,8,0,91,2,2,0,NONE,1674,True
2,0,0,False,False,11,MIDDLE,16,8,1,24,16751,11,17,0,54,11,2,4,SOLO,1674,True
4,0,0,True,False,4,BOTTOM,6,1,1,19,10457,10,10,0,46,10,1,0,CARRY,1674,True
3,0,0,False,True,0,BOTTOM,0,6,1,69,7372,17,4,0,22,24,9,2,SUPPORT,1674,True
4,0,0,False,False,2,JUNGLE,4,5,8,24,15951,16,0,0,7,10,1,2,NONE,1425,False
2,1,0,False,False,13,JUNGLE,127,2,8,14,17249,24,0,0,54,7,0,0,NONE,1425,False
9,1,0,False,False,3,MIDDLE,4,0,8,10,13105,30,3,0,8,6,0,0,SOLO,1425,False
8,1,0,False,False,6,BOTTOM,16,2,8,12,14512,9,1,0,2,7,0,0,CARRY,1425,False
7,0,0,False,False,7,BOTTOM,1,2,8,48,13734,48,12,0,18,24,3,1,SUPPORT,1425,False
6,0,0,False,False,3,TOP,0,6,7,14,14526,21,4,0,5,9,0,1,SOLO,1425,True
10,0,0,False,True,7,JUNGLE,102,1,7,17,13932,5,0,0,6,7,2,0,NONE,1425,True
4,0,1,True,False,6,MIDDLE,4,2,7,14,14273,19,8,0,37,8,0,0,SOLO,1425,True
7,0,0,False,False,9,BOTTOM,12,3,7,18,18566,6,2,0,9,8,4,0,CARRY,1425,True
4,0,0,False,True,4,BOTTOM,0,2,7,23,13945,55,1,0,4,10,2,2,SUPPORT,1425,True
9,0,0,False,False,14,TOP,4,4,6,6,21277,27,0,0,12,2,1,0,CARRY,1759,True
6,1,1,False,False,4,JUNGLE,143,1,6,15,17052,21,0,0,6,0,1,0,NONE,1759,True
7,0,0,False,False,10,MIDDLE,40,5,6,22,22104,30,1,0,24,8,2,1,SOLO,1759,True
8,2,0,False,False,5,BOTTOM,8,0,6,26,16346,45,0,0,20,10,4,0,SOLO,1759,True
6,0,1,False,False,14,TOP,4,2,6,52,20573,11,0,0,17,19,6,0,SUPPORT,1759,True
13,0,0,True,False,3,TOP,1,3,9,15,16354,17,10,0,21,8,0,0,SOLO,1759,False
9,2,0,False,False,8,JUNGLE,117,2,9,17,18897,18,9,0,70,7,2,0,NONE,1759,False
9,0,0,False,True,10,MIDDLE,0,1,9,25,18225,55,1,0,20,13,2,0,SOLO,1759,False
10,0,0,False,False,7,BOTTOM,0,1,9,21,16997,4,5,0,13,11,1,1,CARRY,1759,False
6,0,0,False,False,8,BOTTOM,0,2,9,71,17453,56,15,0,104,33,4,7,SUPPORT,1759,False
6,0,0,False,False,8,TOP,0,0,0,0,25500,59,0,0,0,0,0,0,SUPPORT,1596,True
6,0,0,False,False,2,MIDDLE,0,0,0,0,17500,157,0,0,0,0,0,0,SUPPORT,1596,False
7,0,0,False,False,13,MIDDLE,0,0,0,0,19500,38,7,0,13,0,0,0,SUPPORT,1596,False
10,0,0,True,False,4,JUNGLE,0,0,0,0,9250,15,0,0,0,0,0,0,NONE,1596,False
6,0,0,False,False,10,BOTTOM,0,0,0,0,18500,148,6,0,14,0,0,0,SUPPORT,1596,True
7,0,0,False,False,11,TOP,0,0,0,0,17750,162,0,0,0,0,0,0,SUPPORT,1596,True
6,0,0,False,False,7,TOP,0,0,0,0,21750,133,1,0,1,0,0,0,SUPPORT,1596,True
9,0,0,False,False,10,TOP,0,0,0,0,21200,41,0,0,2,0,0,0,SUPPORT,1596,True
7,0,0,False,False,9,TOP,0,0,0,0,24850,83,0,0,2,0,0,0,SUPPORT,1596,True
8,0,0,False,True,1,JUNGLE,0,0,0,0,11050,22,0,0,0,0,0,0,NONE,1596,False
5,1,0,False,False,9,JUNGLE,16,7,3,17,16535,32,0,0,33,9,2,0,NONE,1981,True
3,1,1,False,False,8,JUNGLE,214,4,3,22,16918,35,15,0,119,8,0,1,NONE,1981,True
8,0,0,False,False,14,MIDDLE,0,6,3,14,15944,36,2,0,14,5,3,0,SOLO,1981,True
5,0,0,False,False,5,BOTTOM,0,2,3,26,12727,8,0,0,5,11,8,0,CARRY,1981,True
4,0,0,False,False,0,BOTTOM,0,2,3,98,9001,52,8,0,34,43,9,6,SUPPORT,1981,True
6,0,0,False,False,2,TOP,4,1,12,16,11344,32,14,0,39,12,0,0,SOLO,1981,False
5,2,0,False,False,6,JUNGLE,179,0,12,32,13342,45,6,0,47,5,6,3,NONE,1981,False
10,0,0,True,False,9,MIDDLE,0,1,12,17,13387,37,17,0,82,9,2,3,SOLO,1981,False
8,0,0,False,False,7,BOTTOM,0,2,12,8,14341,2,0,0,0,7,1,0,CARRY,1981,False
7,0,0,False,False,1,BOTTOM,0,2,12,74,8890,62,5,0,28,37,7,8,SUPPORT,1981,False
4,0,0,False,False,3,TOP,0,7,2,10,13060,24,0,0,0,6,0,0,DUO,1219,True
2,1,0,False,False,2,JUNGLE,114,3,2,12,11466,5,0,0,25,5,0,0,NONE,1219,True
1,0,0,False,False,11,TOP,0,5,2,7,13755,21,3,0,6,6,0,0,DUO,1219,True
6,0,0,False,False,3,BOTTOM,0,3,2,5,11225,19,0,0,1,2,1,0,CARRY,1219,True
4,0,0,False,False,12,BOTTOM,0,4,2,24,13339,0,2,0,15,10,1,3,SUPPORT,1219,True
6,0,0,True,False,5,TOP,0,1,11,6,10794,16,0,0,1,4,0,0,SOLO,1219,False
4,2,0,False,False,4,JUNGLE,115,0,11,11,10171,11,0,0,3,5,0,1,NONE,1219,False
9,0,0,False,False,1,MIDDLE,0,0,11,8,9805,0,0,0,3,5,0,0,SOLO,1219,False
6,0,0,False,False,3,BOTTOM,0,1,11,7,11173,1,0,0,2,6,0,0,CARRY,1219,False
6,0,0,False,False,4,BOTTOM,0,1,11,26,9665,21,0,0,3,10,4,0,SUPPORT,1219,False
3,0,0,False,False,1,NONE,4,0,2,5,7730,16,0,0,22,5,0,0,DUO,925,True
4,1,0,False,False,1,NONE,78,0,2,18,7690,6,0,0,17,7,2,5,SUPPORT,925,True
3,0,0,False,False,4,NONE,0,0,2,5,7615,8,2,0,18,3,1,0,SUPPORT,925,True
1,0,0,False,False,13,NONE,0,2,2,7,11144,7,1,0,8,5,0,0,SUPPORT,925,True
4,0,0,False,False,3,NONE,0,2,2,25,8022,14,2,0,4,12,1,0,SUPPORT,925,True
1,0,0,False,False,2,NONE,4,1,2,7,8024,16,1,0,4,4,1,0,SUPPORT,925,False
